                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.97744,                 3.4241,                 1.2717,                0.22295,                 0.1875,                0.11816,                 0.0779,                 1.0634,                 2.6559,                 1.3008,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.0953,                 2.9794,                 1.3534,                0.19729,                0.15907,                0.09559,                0.05714,                 1.2462,                 2.8047,                 1.4696,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.2398,                 3.0875,                 1.4686,                0.16196,                0.14421,                 0.0702,                0.03685,                 1.4412,                 3.0094,                 1.6675,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.3196,                 3.1309,                 1.5403,                0.17309,                 0.1447,                0.08015,                0.04456,                 1.4294,                 2.9546,                 1.6365,               0.009604,               0.009604,               0.009604
                      5,                 1.2882,                 2.9992,                 1.5164,                0.21494,                0.15923,                0.09879,                0.05781,                 1.3461,                 2.8492,                 1.5715,               0.009472,               0.009472,               0.009472
                      6,                 1.2557,                 2.8771,                 1.4884,                0.20806,                0.16843,                0.10138,                0.06195,                 1.2831,                 2.7693,                 1.5197,                0.00934,                0.00934,                0.00934
                      7,                 1.2231,                 2.8039,                 1.4643,                0.24623,                0.17431,                0.11013,                0.07011,                 1.2575,                 2.7402,                 1.5117,               0.009208,               0.009208,               0.009208
                      8,                 1.2003,                 2.7541,                 1.4485,                 0.2484,                0.18684,                0.12137,                0.07505,                 1.2219,                 2.6246,                 1.4662,               0.009076,               0.009076,               0.009076
                      9,                 1.1794,                 2.7108,                 1.4325,                0.26233,                0.19266,                0.12638,                0.08138,                 1.2059,                 2.5945,                 1.4467,               0.008944,               0.008944,               0.008944
                     10,                 1.1544,                 2.6648,                 1.4141,                0.25514,                0.19887,                0.12844,                0.08365,                 1.1743,                 2.5461,                 1.4086,               0.008812,               0.008812,               0.008812
