                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2379,                 4.8139,                 4.0573,                0.00487,                0.12383,                0.00352,                0.00108,                 2.7873,                 3.9212,                 3.6901,              0.0033295,              0.0033295,              0.0033295
                      2,                 2.3418,                 4.0254,                  2.963,                0.44198,                0.07427,                0.03324,                0.01241,                 2.1787,                 3.4455,                 2.8086,              0.0065749,              0.0065749,              0.0065749
                      3,                  1.865,                  3.483,                 2.3756,                0.44173,                0.13705,                0.08172,                0.03687,                 1.8853,                 3.1254,                 2.4682,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.7139,                 3.1506,                 2.1577,                0.31766,                0.18311,                0.11274,                0.05297,                 1.7506,                 2.9735,                 2.2027,               0.009604,               0.009604,               0.009604
                      5,                 1.6204,                 2.9102,                 2.0367,                0.27571,                0.25703,                0.18649,                0.09764,                 1.6448,                 2.6076,                 2.0706,               0.009472,               0.009472,               0.009472
                      6,                 1.5522,                 2.7377,                 1.9571,                0.28749,                0.27622,                0.21483,                0.11575,                 1.5614,                 2.4702,                 1.9793,                0.00934,                0.00934,                0.00934
                      7,                 1.5078,                 2.6249,                 1.9059,                0.34402,                0.31496,                0.26001,                0.14428,                 1.5197,                 2.3179,                 1.9479,               0.009208,               0.009208,               0.009208
                      8,                 1.4738,                 2.5306,                 1.8662,                0.35056,                 0.3462,                0.28495,                0.15843,                 1.4854,                 2.2272,                 1.8918,               0.009076,               0.009076,               0.009076
                      9,                 1.4435,                 2.4647,                 1.8427,                0.36335,                0.34019,                0.29982,                 0.1733,                  1.481,                 2.2244,                 1.8893,               0.008944,               0.008944,               0.008944
                     10,                 1.4159,                 2.3864,                 1.8138,                0.43623,                 0.3472,                0.33945,                0.19523,                 1.4361,                 2.1025,                 1.8462,               0.008812,               0.008812,               0.008812
                     11,                  1.394,                 2.3284,                 1.7907,                0.42666,                0.37779,                0.35403,                0.20957,                 1.4115,                  2.015,                 1.8075,                0.00868,                0.00868,                0.00868
                     12,                  1.371,                 2.2738,                 1.7664,                0.43032,                0.40841,                0.38397,                0.23202,                 1.3825,                 1.9388,                 1.7716,               0.008548,               0.008548,               0.008548
                     13,                 1.3517,                 2.2243,                 1.7483,                0.45372,                 0.4092,                0.39973,                0.24085,                   1.36,                 1.8988,                 1.7638,               0.008416,               0.008416,               0.008416
                     14,                 1.3346,                 2.1791,                 1.7281,                0.48437,                0.41714,                0.42248,                0.25826,                 1.3503,                 1.8604,                 1.7471,               0.008284,               0.008284,               0.008284
                     15,                 1.3273,                 2.1447,                 1.7197,                0.48442,                  0.433,                0.42703,                0.26483,                 1.3208,                 1.8292,                 1.6985,               0.008152,               0.008152,               0.008152
                     16,                 1.3072,                 2.1073,                 1.7062,                0.52481,                0.44578,                0.44848,                0.28071,                 1.3099,                 1.7875,                 1.7007,                0.00802,                0.00802,                0.00802
