                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2579,                   2.79,                 1.4941,                0.55462,                0.51611,                0.50602,                0.28701,                 1.3972,                 1.7046,                 1.6294,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.3967,                 2.1974,                 1.5922,                0.47453,                0.42288,                0.38995,                0.20803,                 1.5642,                 1.9137,                 1.7507,              0.0065749,              0.0065749,              0.0065749
                      3,                  1.506,                 2.3941,                 1.6819,                0.43934,                0.25914,                0.23742,                0.10987,                 1.7696,                 2.4927,                 1.9591,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.5787,                 2.4585,                 1.7493,                0.40996,                0.32729,                0.29331,                0.14944,                 1.6698,                 2.2652,                 1.9025,               0.009604,               0.009604,               0.009604
                      5,                 1.5378,                 2.2709,                 1.7243,                0.46912,                0.36063,                0.35368,                0.18418,                  1.639,                 2.0553,                 1.8379,               0.009472,               0.009472,               0.009472
                      6,                 1.5005,                 2.1362,                 1.6995,                0.51083,                0.40738,                0.39477,                0.21039,                 1.6177,                 1.9662,                 1.8537,                0.00934,                0.00934,                0.00934
                      7,                 1.4709,                  2.035,                 1.6756,                0.53147,                0.44891,                0.44361,                 0.2406,                 1.5502,                 1.7954,                 1.7782,               0.009208,               0.009208,               0.009208
                      8,                 1.4584,                 1.9701,                 1.6638,                0.57202,                0.45401,                0.47083,                0.26213,                 1.5431,                  1.722,                 1.7784,               0.009076,               0.009076,               0.009076
                      9,                 1.4529,                 1.9196,                 1.6574,                0.55338,                0.46296,                0.47042,                0.26158,                 1.5225,                 1.7005,                 1.7524,               0.008944,               0.008944,               0.008944
                     10,                 1.4302,                 1.8727,                 1.6527,                0.58781,                0.49206,                 0.5013,                0.28235,                 1.4997,                 1.6221,                 1.7544,               0.008812,               0.008812,               0.008812
                     11,                 1.4142,                 1.8239,                 1.6353,                0.59372,                0.51122,                0.52509,                0.30064,                 1.4793,                 1.5736,                 1.7294,                0.00868,                0.00868,                0.00868
                     12,                 1.4092,                  1.781,                 1.6328,                0.61415,                0.51451,                0.53152,                 0.3026,                 1.4808,                 1.5418,                 1.7228,               0.008548,               0.008548,               0.008548
                     13,                 1.3977,                 1.7513,                 1.6198,                0.61823,                0.53268,                0.54927,                0.31813,                 1.4489,                 1.4652,                 1.6949,               0.008416,               0.008416,               0.008416
