                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4829,                 3.6059,                 1.6533,                0.25851,                0.20521,                0.12104,                0.07491,                 1.7171,                 2.8872,                 1.8839,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.6245,                 3.2828,                 1.7483,                0.22442,                0.17468,                0.08869,                0.04788,                  1.931,                 3.1517,                 2.0614,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.7403,                 3.4403,                 1.8573,                0.12666,                0.08782,                0.03289,                0.01501,                 2.2049,                 3.5229,                 2.3386,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.8197,                 3.5134,                 1.9283,                0.16412,                0.12644,                0.06368,                0.03224,                 2.0265,                 3.2675,                 2.2187,               0.009604,               0.009604,               0.009604
                      5,                 1.7914,                 3.3768,                 1.9103,                0.16351,                0.12591,                0.06199,                0.03224,                 2.0088,                 3.2446,                 2.1724,               0.009472,               0.009472,               0.009472
                      6,                 1.7531,                 3.2736,                 1.8784,                0.20695,                0.15282,                0.08793,                0.04884,                 1.9366,                 3.1303,                 2.1191,                0.00934,                0.00934,                0.00934
                      7,                 1.7374,                 3.2078,                  1.859,                0.22775,                  0.173,                0.09857,                0.05571,                 1.9164,                 3.0532,                 2.0896,               0.009208,               0.009208,               0.009208
                      8,                 1.7097,                 3.1411,                 1.8445,                0.23934,                0.17578,                0.10346,                0.06003,                 1.8912,                 3.0091,                  2.082,               0.009076,               0.009076,               0.009076
                      9,                 1.6914,                  3.103,                 1.8361,                0.23983,                0.18595,                0.10461,                 0.0611,                 1.8838,                 2.9542,                 2.0713,               0.008944,               0.008944,               0.008944
                     10,                 1.6764,                 3.0643,                 1.8188,                0.23961,                0.19039,                0.11377,                0.06688,                  1.852,                 2.9012,                 2.0396,               0.008812,               0.008812,               0.008812
                     11,                 1.6671,                 3.0492,                 1.8167,                0.25747,                0.19468,                0.11194,                0.06831,                 1.8346,                 2.8981,                 2.0136,                0.00868,                0.00868,                0.00868
                     12,                 1.6533,                 3.0114,                 1.8043,                0.26688,                0.21032,                0.11895,                0.07172,                 1.8066,                 2.8319,                 2.0034,               0.008548,               0.008548,               0.008548
                     13,                  1.644,                 2.9846,                 1.7963,                  0.262,                0.21387,                 0.1191,                0.07203,                 1.8193,                 2.8481,                 1.9988,               0.008416,               0.008416,               0.008416
                     14,                  1.633,                 2.9735,                 1.7875,                0.27133,                0.20308,                0.12023,                 0.0733,                 1.8115,                 2.8237,                 1.9897,               0.008284,               0.008284,               0.008284
                     15,                 1.6169,                  2.933,                 1.7734,                0.27745,                 0.2207,                0.13173,                0.07975,                  1.817,                 2.7767,                 1.9843,               0.008152,               0.008152,               0.008152
                     16,                 1.6127,                 2.9331,                  1.771,                0.27873,                0.23084,                0.13237,                0.08141,                 1.7943,                 2.7557,                 1.9785,                0.00802,                0.00802,                0.00802
                     17,                 1.6035,                 2.9046,                 1.7618,                0.26149,                0.22084,                0.12928,                 0.0805,                 1.7875,                 2.7719,                 1.9616,               0.007888,               0.007888,               0.007888
                     18,                 1.5925,                 2.8809,                 1.7533,                0.31125,                0.22921,                 0.1381,                0.08725,                 1.7722,                 2.7274,                 1.9568,               0.007756,               0.007756,               0.007756
                     19,                 1.5871,                 2.8593,                 1.7475,                 0.3021,                0.23432,                 0.1396,                0.08896,                 1.7469,                 2.7013,                 1.9369,               0.007624,               0.007624,               0.007624
