                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.99221,                 2.6414,                 1.2703,                0.64905,                0.56454,                0.60423,                0.40606,                 1.0731,                  1.535,                 1.3151,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.1071,                 1.9836,                 1.3509,                0.42027,                0.30464,                  0.273,                0.16553,                  1.424,                 2.6079,                 1.7052,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.2392,                 2.2004,                 1.4589,                0.40916,                0.37726,                0.33751,                0.18558,                 1.4415,                 2.0551,                  1.659,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.3218,                 2.2576,                 1.5273,                0.46826,                0.43643,                0.42208,                0.24876,                 1.3686,                 1.9179,                 1.5905,               0.009604,               0.009604,               0.009604
                      5,                 1.2768,                  2.074,                 1.4946,                0.52243,                0.43597,                0.43751,                 0.2607,                 1.3441,                 1.8406,                  1.574,               0.009472,               0.009472,               0.009472
                      6,                 1.2397,                 1.9341,                 1.4674,                0.58503,                0.50667,                0.53116,                0.33354,                 1.2407,                 1.5887,                  1.497,                0.00934,                0.00934,                0.00934
                      7,                 1.2143,                  1.838,                 1.4505,                0.60288,                0.52699,                 0.5608,                0.36009,                 1.2203,                 1.5228,                 1.4558,               0.009208,               0.009208,               0.009208
                      8,                 1.1874,                 1.7666,                 1.4319,                0.61148,                0.51857,                0.55033,                0.35475,                 1.2202,                  1.531,                 1.4668,               0.009076,               0.009076,               0.009076
                      9,                 1.1647,                  1.704,                 1.4189,                0.63659,                0.54833,                0.59321,                0.39249,                 1.1617,                 1.4363,                 1.4044,               0.008944,               0.008944,               0.008944
                     10,                 1.1569,                 1.6601,                 1.4085,                0.61625,                0.53906,                0.58364,                 0.3873,                 1.1642,                 1.4323,                 1.4093,               0.008812,               0.008812,               0.008812
                     11,                   1.14,                 1.6177,                 1.3922,                0.67699,                0.55779,                0.61428,                0.41567,                 1.1164,                 1.3504,                 1.3639,                0.00868,                0.00868,                0.00868
                     12,                 1.1257,                 1.5663,                 1.3843,                0.68598,                0.57243,                0.62762,                0.42022,                 1.1249,                 1.3288,                 1.3673,               0.008548,               0.008548,               0.008548
                     13,                 1.1121,                 1.5451,                 1.3763,                0.68337,                0.59406,                0.64411,                0.43954,                 1.1071,                 1.2772,                 1.3603,               0.008416,               0.008416,               0.008416
                     14,                 1.0999,                 1.5101,                 1.3676,                0.71853,                0.59263,                0.66608,                0.46175,                 1.0746,                 1.2216,                 1.3463,               0.008284,               0.008284,               0.008284
                     15,                 1.0918,                 1.4906,                 1.3605,                0.70654,                0.60774,                0.66811,                0.46536,                 1.0635,                 1.2016,                  1.324,               0.008152,               0.008152,               0.008152
                     16,                 1.0775,                 1.4575,                 1.3503,                0.70587,                0.60935,                0.67908,                 0.4732,                 1.0574,                 1.1872,                 1.3167,                0.00802,                0.00802,                0.00802
                     17,                 1.0702,                 1.4425,                 1.3455,                0.71666,                0.60936,                0.68356,                0.48276,                 1.0518,                 1.1595,                 1.3134,               0.007888,               0.007888,               0.007888
                     18,                 1.0615,                 1.4101,                 1.3359,                0.71035,                0.62361,                0.69129,                0.48921,                 1.0363,                 1.1477,                 1.2964,               0.007756,               0.007756,               0.007756
                     19,                 1.0531,                 1.3915,                 1.3301,                0.71706,                0.63867,                0.70338,                0.49181,                 1.0466,                 1.1159,                  1.304,               0.007624,               0.007624,               0.007624
                     20,                 1.0473,                 1.3732,                 1.3276,                0.73765,                0.64014,                0.71412,                0.51078,                 1.0174,                 1.0981,                 1.2851,               0.007492,               0.007492,               0.007492
                     21,                 1.0408,                 1.3479,                 1.3184,                0.73995,                0.64002,                0.71616,                0.51338,                 1.0107,                 1.0869,                   1.28,                0.00736,                0.00736,                0.00736
                     22,                 1.0291,                 1.3284,                 1.3136,                0.73673,                0.64824,                0.71659,                0.51833,                 1.0054,                  1.072,                 1.2739,               0.007228,               0.007228,               0.007228
                     23,                 1.0232,                 1.3259,                 1.3112,                0.74293,                0.65839,                0.72633,                0.52202,                0.99742,                 1.0505,                 1.2615,               0.007096,               0.007096,               0.007096
                     24,                 1.0168,                 1.3031,                 1.3011,                0.72455,                0.66895,                0.72542,                0.52454,                0.98903,                 1.0507,                 1.2587,               0.006964,               0.006964,               0.006964
                     25,                 1.0115,                 1.2802,                  1.301,                0.77217,                0.64563,                0.73102,                0.52742,                0.98983,                 1.0357,                 1.2581,               0.006832,               0.006832,               0.006832
                     26,                 1.0125,                 1.2829,                 1.2983,                0.75975,                  0.665,                0.73835,                0.53654,                0.98329,                  1.022,                 1.2511,                 0.0067,                 0.0067,                 0.0067
                     27,                 1.0101,                 1.2618,                 1.2936,                0.77158,                0.65631,                0.74386,                0.54339,                0.97586,                 1.0013,                 1.2413,               0.006568,               0.006568,               0.006568
                     28,                 0.9961,                 1.2513,                 1.2884,                0.77055,                 0.6616,                0.74327,                0.54277,                0.97343,                 0.9901,                 1.2404,               0.006436,               0.006436,               0.006436
                     29,                0.99526,                 1.2378,                  1.284,                0.75326,                 0.6805,                0.75025,                0.54877,                0.96815,                0.98638,                 1.2347,               0.006304,               0.006304,               0.006304
                     30,                0.99181,                 1.2294,                 1.2835,                0.77897,                0.67104,                0.75391,                 0.5521,                0.96302,                  0.976,                 1.2309,               0.006172,               0.006172,               0.006172
                     31,                0.98531,                 1.2124,                 1.2794,                0.76458,                0.68027,                0.75353,                0.55103,                0.96287,                0.97167,                  1.232,                0.00604,                0.00604,                0.00604
                     32,                0.98184,                 1.2087,                 1.2788,                0.77392,                0.68995,                0.75825,                0.55921,                0.95859,                 0.9528,                 1.2307,               0.005908,               0.005908,               0.005908
                     33,                 0.9729,                 1.1934,                 1.2729,                0.79217,                0.67376,                0.76267,                0.56265,                0.95098,                0.94636,                 1.2241,               0.005776,               0.005776,               0.005776
                     34,                0.96897,                 1.1831,                 1.2684,                0.78792,                0.68897,                0.76664,                0.56698,                0.94671,                0.93601,                  1.222,               0.005644,               0.005644,               0.005644
                     35,                0.96597,                 1.1744,                 1.2671,                0.78533,                0.69735,                   0.77,                0.57177,                 0.9414,                0.92727,                 1.2147,               0.005512,               0.005512,               0.005512
                     36,                0.96538,                 1.1693,                 1.2658,                0.78455,                0.68796,                0.76612,                0.56904,                 0.9395,                 0.9303,                 1.2133,                0.00538,                0.00538,                0.00538
                     37,                0.96009,                 1.1543,                 1.2608,                0.79909,                 0.6839,                0.76957,                0.57101,                0.93547,                0.91966,                  1.209,               0.005248,               0.005248,               0.005248
                     38,                0.95664,                 1.1543,                 1.2591,                0.79583,                0.69866,                0.77448,                0.57601,                0.93262,                0.91409,                 1.2074,               0.005116,               0.005116,               0.005116
                     39,                0.94888,                 1.1365,                 1.2492,                 0.7979,                0.69492,                0.77594,                0.57818,                  0.933,                0.90394,                 1.2093,               0.004984,               0.004984,               0.004984
                     40,                0.94815,                 1.1247,                 1.2505,                0.78482,                0.70047,                0.77643,                 0.5796,                 0.9283,                0.90242,                 1.2055,               0.004852,               0.004852,               0.004852
                     41,                0.93728,                  1.108,                 1.2443,                0.78423,                0.69949,                0.77611,                0.58277,                0.92047,                0.89874,                 1.1951,                0.00472,                0.00472,                0.00472
                     42,                0.93243,                 1.1026,                  1.243,                 0.8012,                0.69177,                0.77734,                0.58166,                0.92498,                0.89988,                 1.2004,               0.004588,               0.004588,               0.004588
                     43,                0.93268,                 1.1032,                 1.2457,                0.79909,                0.69829,                0.77885,                0.58658,                0.92087,                0.88949,                 1.1992,               0.004456,               0.004456,               0.004456
                     44,                0.93175,                 1.0907,                 1.2369,                0.79017,                 0.7034,                0.77803,                0.58284,                0.92024,                 0.8895,                 1.1982,               0.004324,               0.004324,               0.004324
                     45,                 0.9236,                 1.0785,                 1.2331,                0.79516,                0.69977,                0.77738,                0.58317,                0.92102,                0.88494,                 1.1995,               0.004192,               0.004192,               0.004192
