                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.541,                 2.9502,                 1.6898,                 0.4989,                0.49786,                0.44202,                0.20059,                 1.7501,                 1.8126,                 1.9083,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.6648,                 2.4061,                 1.7735,                0.41931,                 0.3745,                0.32515,                0.13784,                 1.8764,                 2.1008,                 2.0105,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.7508,                 2.6095,                  1.862,                0.21202,                0.16204,                0.09775,                0.03958,                 2.0744,                 2.9793,                 2.3116,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.8112,                  2.664,                 1.9176,                0.30812,                0.26661,                0.19547,                0.07725,                 2.0431,                 2.5507,                 2.1961,               0.009604,               0.009604,               0.009604
                      5,                 1.7891,                 2.4974,                 1.9128,                0.37916,                0.31834,                0.27044,                0.11271,                 1.9668,                 2.3345,                 2.1514,               0.009472,               0.009472,               0.009472
                      6,                 1.7541,                  2.354,                 1.8776,                0.40511,                0.35079,                0.31241,                0.13594,                 1.9387,                 2.0998,                 2.1257,                0.00934,                0.00934,                0.00934
                      7,                 1.7425,                 2.2546,                 1.8631,                0.48786,                0.38444,                0.37213,                0.16487,                 1.9083,                 1.9683,                 2.0688,               0.009208,               0.009208,               0.009208
                      8,                 1.7194,                  2.197,                  1.858,                0.49269,                0.41368,                0.38442,                0.16756,                 1.8793,                 1.9022,                 2.0365,               0.009076,               0.009076,               0.009076
                      9,                 1.7086,                 2.1515,                 1.8527,                0.48715,                0.41423,                0.38366,                0.17003,                 1.8885,                 1.9239,                 2.0502,               0.008944,               0.008944,               0.008944
                     10,                 1.6941,                 2.0914,                 1.8314,                0.50147,                0.45166,                0.42179,                0.18654,                 1.8608,                 1.8182,                 2.0371,               0.008812,               0.008812,               0.008812
                     11,                 1.6739,                  2.057,                 1.8193,                0.51925,                0.44769,                0.42998,                0.19571,                 1.8451,                 1.7799,                 2.0243,                0.00868,                0.00868,                0.00868
                     12,                 1.6714,                 2.0333,                 1.8196,                0.56492,                0.45815,                0.44325,                0.20418,                 1.8336,                 1.7595,                 1.9993,               0.008548,               0.008548,               0.008548
                     13,                 1.6653,                 1.9934,                 1.8122,                0.55829,                0.46706,                0.45982,                0.20829,                 1.8438,                  1.697,                 2.0032,               0.008416,               0.008416,               0.008416
                     14,                 1.6522,                 1.9706,                 1.7992,                0.53952,                0.46578,                  0.442,                0.20544,                 1.8089,                 1.7258,                 1.9757,               0.008284,               0.008284,               0.008284
                     15,                 1.6409,                  1.944,                  1.794,                0.56308,                0.48204,                0.46034,                0.21113,                 1.8121,                   1.67,                 1.9764,               0.008152,               0.008152,               0.008152
                     16,                 1.6331,                 1.9166,                 1.7883,                0.57022,                0.48723,                0.47581,                0.21983,                 1.7965,                 1.6441,                 1.9708,                0.00802,                0.00802,                0.00802
                     17,                 1.6326,                 1.8912,                 1.7844,                0.57502,                0.50101,                0.48392,                0.22828,                 1.7983,                 1.6089,                 1.9641,               0.007888,               0.007888,               0.007888
                     18,                 1.6275,                 1.8861,                   1.78,                0.58861,                0.50765,                0.49574,                0.22965,                 1.7841,                 1.5951,                 1.9561,               0.007756,               0.007756,               0.007756
                     19,                 1.6095,                 1.8494,                 1.7638,                0.58676,                0.50593,                 0.4972,                0.23386,                 1.7815,                  1.571,                 1.9493,               0.007624,               0.007624,               0.007624
                     20,                 1.6128,                 1.8283,                 1.7727,                0.57616,                0.51697,                0.49466,                0.23417,                 1.7684,                 1.5606,                 1.9549,               0.007492,               0.007492,               0.007492
                     21,                 1.6001,                 1.8132,                 1.7594,                0.58842,                0.52812,                0.50578,                0.23881,                 1.7635,                 1.5313,                 1.9478,                0.00736,                0.00736,                0.00736
                     22,                 1.6001,                 1.8128,                 1.7628,                0.59317,                0.52822,                0.50468,                0.23827,                 1.7659,                 1.5145,                 1.9447,               0.007228,               0.007228,               0.007228
                     23,                 1.6018,                 1.7858,                  1.758,                0.60606,                0.53554,                0.52521,                0.24783,                 1.7577,                 1.4975,                 1.9429,               0.007096,               0.007096,               0.007096
                     24,                 1.5965,                 1.7678,                 1.7541,                0.61947,                0.52779,                0.52065,                0.24809,                 1.7521,                 1.4847,                 1.9284,               0.006964,               0.006964,               0.006964
                     25,                 1.5841,                 1.7612,                 1.7497,                0.62413,                0.53056,                0.52319,                0.25018,                  1.749,                  1.473,                 1.9231,               0.006832,               0.006832,               0.006832
                     26,                 1.5841,                 1.7408,                 1.7498,                0.62566,                0.53783,                 0.5304,                  0.253,                 1.7443,                 1.4546,                 1.9202,                 0.0067,                 0.0067,                 0.0067
                     27,                 1.5698,                 1.7311,                 1.7386,                0.63117,                0.54438,                0.53391,                0.25543,                 1.7434,                 1.4486,                 1.9201,               0.006568,               0.006568,               0.006568
                     28,                 1.5712,                 1.7122,                 1.7356,                0.62518,                0.54057,                0.53684,                0.25658,                 1.7343,                 1.4374,                 1.9125,               0.006436,               0.006436,               0.006436
                     29,                 1.5701,                 1.6997,                 1.7325,                0.62027,                0.55682,                0.53926,                 0.2585,                 1.7365,                 1.4249,                 1.9118,               0.006304,               0.006304,               0.006304
                     30,                 1.5627,                 1.6838,                 1.7332,                0.63588,                0.55405,                0.54139,                0.26005,                 1.7335,                   1.41,                 1.9139,               0.006172,               0.006172,               0.006172
                     31,                 1.5587,                 1.6788,                  1.726,                0.62794,                0.55298,                0.53693,                0.26227,                 1.7284,                 1.4081,                 1.9049,                0.00604,                0.00604,                0.00604
                     32,                 1.5585,                 1.6606,                 1.7193,                0.62183,                 0.5639,                 0.5482,                0.26446,                 1.7211,                 1.3992,                 1.9014,               0.005908,               0.005908,               0.005908
                     33,                 1.5574,                  1.655,                 1.7198,                0.63471,                0.56073,                0.54688,                0.26623,                 1.7202,                 1.3948,                 1.8967,               0.005776,               0.005776,               0.005776
                     34,                 1.5436,                  1.633,                   1.71,                0.63924,                0.55721,                0.54671,                 0.2673,                 1.7164,                 1.3834,                 1.8967,               0.005644,               0.005644,               0.005644
