                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2406,                 4.8155,                 4.0706,                0.00283,                0.15488,                0.00276,                0.00076,                 2.8097,                 4.0119,                 3.6925,              0.0033295,              0.0033295,              0.0033295
                      2,                 2.3533,                 4.0183,                 2.9677,                0.31725,                0.09046,                0.03091,                0.01124,                 2.1058,                 3.7403,                 2.7325,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.8454,                 3.4605,                 2.3527,                0.35277,                0.13476,                 0.0842,                0.03798,                 1.8369,                 3.0349,                  2.416,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.6906,                 3.1132,                 2.1354,                0.25179,                0.19333,                0.12092,                0.06025,                 1.7322,                 2.8439,                 2.1841,               0.009604,               0.009604,               0.009604
                      5,                 1.5902,                 2.8754,                 2.0181,                0.26802,                0.21619,                0.14015,                0.07106,                 1.6449,                 2.8206,                 2.0963,               0.009472,               0.009472,               0.009472
                      6,                 1.5394,                 2.7201,                 1.9427,                0.29977,                0.29178,                0.22102,                0.12392,                 1.5641,                 2.4009,                 1.9965,                0.00934,                0.00934,                0.00934
                      7,                 1.5026,                 2.5966,                 1.8962,                0.36592,                0.29116,                  0.244,                0.13879,                 1.5373,                 2.3338,                 1.9554,               0.009208,               0.009208,               0.009208
                      8,                 1.4601,                 2.5065,                  1.861,                0.36221,                0.29088,                0.26187,                0.14988,                 1.5105,                 2.3275,                 1.9201,               0.009076,               0.009076,               0.009076
                      9,                 1.4325,                  2.435,                 1.8309,                0.39378,                0.34378,                0.31303,                0.18254,                 1.4554,                  2.144,                 1.8737,               0.008944,               0.008944,               0.008944
                     10,                 1.4114,                 2.3839,                 1.8073,                 0.3837,                0.35161,                0.32431,                0.19381,                 1.4408,                 2.1218,                 1.8328,               0.008812,               0.008812,               0.008812
                     11,                 1.3885,                 2.3208,                 1.7858,                  0.389,                0.37999,                0.33935,                0.20647,                 1.4059,                 2.0673,                 1.8137,                0.00868,                0.00868,                0.00868
                     12,                 1.3684,                 2.2728,                 1.7676,                0.39692,                0.38861,                0.35764,                0.21705,                 1.3755,                 2.0194,                 1.7873,               0.008548,               0.008548,               0.008548
                     13,                 1.3473,                  2.222,                  1.745,                0.44887,                0.40332,                0.38597,                 0.2341,                   1.36,                 1.9199,                 1.7675,               0.008416,               0.008416,               0.008416
