                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2243,                 4.8186,                 4.0689,                0.00321,                0.21642,                0.00335,                0.00089,                 2.9577,                 5.9314,                 3.9972,              0.0033295,              0.0033295,              0.0033295
                      2,                 2.3643,                 4.0389,                  2.985,                0.52004,                0.06888,                 0.0293,                 0.0116,                 2.1954,                 3.4548,                 2.8671,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.8647,                 3.4891,                 2.3746,                0.26787,                0.12205,                0.06979,                0.03114,                 1.9254,                 3.4498,                 2.4797,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.7071,                  3.146,                 2.1491,                0.24884,                0.21428,                0.12047,                0.05724,                 1.7716,                 2.8473,                  2.223,               0.009604,               0.009604,               0.009604
                      5,                 1.6148,                  2.908,                   2.04,                0.27467,                0.26111,                0.17865,                0.09514,                 1.6779,                 2.5971,                 2.1152,               0.009472,               0.009472,               0.009472
                      6,                 1.5569,                  2.735,                 1.9642,                 0.2618,                0.29395,                0.22307,                0.12012,                 1.6186,                 2.4716,                 2.0256,                0.00934,                0.00934,                0.00934
                      7,                 1.5052,                 2.6196,                 1.9076,                  0.368,                0.32307,                0.26826,                0.15215,                 1.5572,                 2.3708,                 1.9802,               0.009208,               0.009208,               0.009208
                      8,                 1.4716,                 2.5318,                 1.8626,                0.35077,                0.32083,                0.28091,                0.16458,                 1.5026,                 2.2617,                 1.9143,               0.009076,               0.009076,               0.009076
                      9,                 1.4378,                 2.4486,                 1.8321,                0.38129,                0.35575,                0.32478,                0.18828,                 1.4669,                 2.1436,                 1.8654,               0.008944,               0.008944,               0.008944
                     10,                 1.4104,                 2.3829,                 1.8075,                0.42569,                 0.3538,                 0.3362,                0.19793,                 1.4501,                 2.1341,                 1.8475,               0.008812,               0.008812,               0.008812
                     11,                 1.3925,                 2.3315,                 1.7878,                0.43389,                0.37974,                0.36195,                0.21851,                 1.4216,                 2.0344,                 1.8168,                0.00868,                0.00868,                0.00868
                     12,                 1.3712,                 2.2788,                 1.7663,                0.43636,                0.40064,                0.38815,                0.23677,                 1.3976,                 1.9691,                 1.7978,               0.008548,               0.008548,               0.008548
                     13,                 1.3535,                 2.2224,                 1.7513,                0.47623,                0.40485,                0.40236,                0.24413,                 1.3738,                 1.9176,                 1.7791,               0.008416,               0.008416,               0.008416
                     14,                 1.3361,                 2.1898,                 1.7298,                0.50843,                0.40468,                0.42055,                0.25846,                 1.3594,                 1.8713,                 1.7503,               0.008284,               0.008284,               0.008284
                     15,                 1.3255,                 2.1509,                 1.7196,                 0.5211,                0.42186,                0.44168,                0.27236,                 1.3251,                 1.8267,                 1.7224,               0.008152,               0.008152,               0.008152
                     16,                 1.3088,                   2.11,                 1.7041,                0.51783,                0.44403,                0.45554,                0.28771,                 1.3143,                 1.7715,                 1.7077,                0.00802,                0.00802,                0.00802
                     17,                 1.2995,                 2.0795,                 1.6932,                 0.5174,                0.44907,                 0.4688,                0.29511,                 1.3033,                 1.7388,                 1.6835,               0.007888,               0.007888,               0.007888
                     18,                  1.291,                 2.0459,                 1.6746,                0.56834,                0.45179,                0.48267,                0.30436,                 1.3007,                 1.7098,                  1.675,               0.007756,               0.007756,               0.007756
                     19,                 1.2734,                 2.0177,                 1.6649,                0.53564,                0.47525,                0.49275,                0.31681,                 1.2787,                 1.6867,                 1.6552,               0.007624,               0.007624,               0.007624
                     20,                  1.264,                  1.984,                 1.6547,                0.56832,                0.47495,                0.50391,                0.32673,                 1.2532,                 1.6505,                 1.6334,               0.007492,               0.007492,               0.007492
                     21,                  1.254,                 1.9559,                 1.6441,                0.56667,                0.49216,                0.51569,                0.33353,                 1.2464,                 1.6241,                 1.6299,                0.00736,                0.00736,                0.00736
                     22,                 1.2456,                 1.9364,                 1.6368,                0.59777,                0.48102,                0.52238,                0.34011,                 1.2402,                 1.6081,                 1.6182,               0.007228,               0.007228,               0.007228
                     23,                 1.2407,                 1.9038,                 1.6293,                0.59589,                0.49113,                0.53479,                0.35202,                 1.2218,                 1.5732,                 1.5958,               0.007096,               0.007096,               0.007096
                     24,                 1.2319,                 1.8872,                 1.6206,                0.59835,                0.50644,                0.54408,                0.35661,                 1.2155,                 1.5405,                 1.5884,               0.006964,               0.006964,               0.006964
                     25,                 1.2283,                 1.8753,                 1.6179,                0.61258,                0.50752,                0.55079,                0.36408,                 1.2034,                 1.5272,                 1.5747,               0.006832,               0.006832,               0.006832
                     26,                 1.2144,                 1.8526,                 1.6034,                0.62352,                0.50164,                0.56025,                0.37133,                 1.1898,                 1.5018,                 1.5674,                 0.0067,                 0.0067,                 0.0067
                     27,                 1.2133,                 1.8389,                 1.6057,                0.61176,                0.52672,                0.57359,                0.38293,                 1.1847,                  1.482,                 1.5656,               0.006568,               0.006568,               0.006568
                     28,                 1.2025,                 1.8046,                  1.592,                0.64915,                0.51046,                0.57224,                0.37931,                 1.1854,                   1.48,                 1.5575,               0.006436,               0.006436,               0.006436
                     29,                 1.1991,                 1.8019,                   1.59,                0.63599,                0.52498,                0.58214,                0.39034,                 1.1739,                 1.4432,                 1.5528,               0.006304,               0.006304,               0.006304
                     30,                  1.188,                 1.7655,                 1.5785,                0.63564,                0.53608,                0.58559,                0.39286,                 1.1683,                 1.4349,                 1.5376,               0.006172,               0.006172,               0.006172
                     31,                 1.1784,                 1.7563,                 1.5713,                0.64967,                0.53901,                0.59902,                0.40406,                 1.1616,                 1.4114,                 1.5362,                0.00604,                0.00604,                0.00604
                     32,                 1.1775,                 1.7473,                 1.5687,                0.65351,                0.53555,                0.59863,                 0.4034,                 1.1517,                 1.4094,                 1.5243,               0.005908,               0.005908,               0.005908
                     33,                 1.1723,                 1.7271,                 1.5675,                0.66735,                0.54527,                0.60893,                0.41153,                 1.1445,                 1.3919,                 1.5156,               0.005776,               0.005776,               0.005776
                     34,                 1.1631,                 1.7081,                 1.5539,                0.66751,                 0.5504,                0.61224,                0.41568,                 1.1417,                 1.3758,                 1.5096,               0.005644,               0.005644,               0.005644
                     35,                 1.1601,                 1.6949,                 1.5469,                0.67123,                0.55164,                0.61915,                0.42186,                 1.1329,                 1.3587,                 1.5016,               0.005512,               0.005512,               0.005512
                     36,                 1.1509,                 1.6817,                 1.5454,                0.66694,                0.56118,                0.61854,                  0.424,                 1.1271,                 1.3514,                 1.5008,                0.00538,                0.00538,                0.00538
                     37,                 1.1461,                 1.6634,                 1.5371,                 0.6734,                0.56714,                0.62697,                0.43008,                 1.1183,                 1.3349,                 1.4904,               0.005248,               0.005248,               0.005248
                     38,                 1.1422,                 1.6501,                 1.5308,                0.67972,                0.55754,                0.62762,                0.43174,                 1.1173,                 1.3298,                 1.4896,               0.005116,               0.005116,               0.005116
                     39,                 1.1375,                 1.6472,                 1.5292,                0.67607,                0.57455,                0.63224,                0.43691,                 1.1095,                 1.3189,                 1.4806,               0.004984,               0.004984,               0.004984
                     40,                 1.1362,                 1.6232,                 1.5257,                0.67505,                0.57254,                0.63402,                0.43806,                 1.1091,                 1.3106,                 1.4778,               0.004852,               0.004852,               0.004852
                     41,                 1.1275,                 1.6168,                 1.5181,                 0.6907,                 0.5727,                0.63897,                0.44249,                 1.1044,                 1.2988,                 1.4726,                0.00472,                0.00472,                0.00472
                     42,                  1.123,                 1.6056,                 1.5131,                0.70068,                0.57148,                0.64412,                0.44802,                 1.0992,                 1.2861,                 1.4661,               0.004588,               0.004588,               0.004588
                     43,                 1.1216,                 1.5981,                 1.5141,                0.67899,                0.58598,                 0.6453,                0.44962,                 1.0944,                 1.2785,                 1.4614,               0.004456,               0.004456,               0.004456
                     44,                  1.115,                 1.5703,                 1.5011,                0.68247,                0.58901,                0.64816,                 0.4526,                 1.0939,                 1.2749,                 1.4588,               0.004324,               0.004324,               0.004324
                     45,                 1.1056,                 1.5576,                 1.4957,                0.69472,                0.58861,                0.65233,                0.45507,                 1.0883,                 1.2644,                 1.4531,               0.004192,               0.004192,               0.004192
                     46,                 1.1034,                 1.5608,                 1.4948,                0.70049,                0.58613,                0.65439,                0.45663,                  1.084,                 1.2581,                 1.4527,                0.00406,                0.00406,                0.00406
                     47,                  1.096,                 1.5435,                 1.4921,                0.70964,                0.58209,                0.65696,                0.45855,                 1.0813,                 1.2506,                 1.4494,               0.003928,               0.003928,               0.003928
                     48,                 1.0937,                  1.525,                 1.4841,                0.70256,                0.58914,                0.65648,                0.45978,                 1.0781,                 1.2457,                 1.4444,               0.003796,               0.003796,               0.003796
                     49,                 1.0904,                 1.5061,                 1.4834,                 0.7121,                0.58795,                0.66116,                0.46221,                 1.0779,                 1.2395,                 1.4441,               0.003664,               0.003664,               0.003664
                     50,                 1.0883,                 1.5108,                 1.4842,                0.70898,                0.58791,                0.66177,                0.46446,                 1.0747,                 1.2346,                  1.442,               0.003532,               0.003532,               0.003532
                     51,                 1.0868,                 1.4928,                  1.478,                0.70457,                0.59305,                0.66336,                0.46655,                 1.0718,                 1.2277,                 1.4391,                 0.0034,                 0.0034,                 0.0034
                     52,                 1.0764,                 1.4834,                 1.4715,                0.70385,                0.59694,                0.66433,                0.46902,                 1.0698,                 1.2234,                 1.4375,               0.003268,               0.003268,               0.003268
                     53,                 1.0666,                 1.4612,                 1.4634,                0.70907,                0.60386,                0.66695,                0.46948,                 1.0689,                 1.2194,                 1.4359,               0.003136,               0.003136,               0.003136
                     54,                 1.0698,                 1.4583,                 1.4636,                0.70788,                0.60778,                0.66846,                0.47148,                 1.0682,                 1.2125,                 1.4348,               0.003004,               0.003004,               0.003004
                     55,                 1.0669,                 1.4492,                 1.4604,                0.71372,                0.60316,                0.66927,                0.47306,                 1.0646,                  1.208,                  1.431,               0.002872,               0.002872,               0.002872
                     56,                  1.061,                 1.4392,                 1.4568,                0.71204,                0.60223,                0.67102,                 0.4737,                  1.063,                 1.2045,                 1.4292,                0.00274,                0.00274,                0.00274
                     57,                 1.0619,                 1.4328,                 1.4548,                0.71208,                0.60359,                0.67216,                0.47507,                 1.0612,                 1.1999,                 1.4271,               0.002608,               0.002608,               0.002608
                     58,                 1.0564,                 1.4254,                 1.4504,                0.71324,                0.60207,                0.67361,                0.47662,                 1.0609,                 1.1968,                 1.4259,               0.002476,               0.002476,               0.002476
                     59,                 1.0471,                 1.4169,                 1.4454,                0.70996,                0.60748,                0.67407,                0.47706,                 1.0596,                 1.1938,                  1.424,               0.002344,               0.002344,               0.002344
                     60,                 1.0434,                 1.4046,                 1.4421,                 0.7314,                0.59384,                 0.6751,                 0.4785,                 1.0584,                 1.1902,                 1.4237,               0.002212,               0.002212,               0.002212
                     61,                  1.042,                 1.3983,                 1.4385,                0.71748,                0.60888,                0.67631,                0.47886,                 1.0585,                 1.1889,                 1.4234,                0.00208,                0.00208,                0.00208
                     62,                 1.0379,                 1.3877,                 1.4356,                 0.7237,                0.60663,                0.67739,                0.48054,                 1.0571,                 1.1854,                 1.4219,               0.001948,               0.001948,               0.001948
                     63,                  1.037,                 1.3749,                 1.4322,                0.72521,                 0.6071,                0.67837,                0.48145,                 1.0569,                 1.1831,                 1.4206,               0.001816,               0.001816,               0.001816
                     64,                 1.0351,                  1.361,                 1.4274,                0.73749,                0.59612,                0.67931,                0.48247,                 1.0562,                 1.1804,                 1.4192,               0.001684,               0.001684,               0.001684
                     65,                 1.0253,                 1.3522,                 1.4225,                0.74296,                0.59558,                 0.6797,                  0.483,                 1.0553,                 1.1774,                 1.4182,               0.001552,               0.001552,               0.001552
                     66,                0.99028,                 1.1495,                 1.4011,                0.71691,                0.61306,                0.68028,                0.48419,                  1.055,                  1.173,                 1.4171,                0.00142,                0.00142,                0.00142
                     67,                 0.9816,                 1.1154,                 1.3963,                0.72316,                0.61302,                0.68173,                 0.4846,                 1.0533,                 1.1694,                 1.4157,               0.001288,               0.001288,               0.001288
                     68,                0.97191,                 1.1018,                 1.3908,                0.73295,                0.61015,                0.68287,                0.48503,                 1.0523,                 1.1668,                 1.4151,               0.001156,               0.001156,               0.001156
                     69,                0.96118,                 1.0832,                 1.3804,                0.73269,                0.61231,                0.68304,                0.48585,                 1.0515,                 1.1649,                 1.4144,               0.001024,               0.001024,               0.001024
                     70,                0.95934,                 1.0788,                 1.3778,                0.73617,                0.61311,                0.68383,                0.48692,                 1.0506,                 1.1624,                 1.4137,               0.000892,               0.000892,               0.000892
                     71,                0.95517,                 1.0554,                 1.3756,                 0.7391,                0.61036,                0.68422,                0.48752,                 1.0498,                 1.1601,                  1.413,                0.00076,                0.00076,                0.00076
                     72,                0.94464,                 1.0533,                 1.3668,                0.74422,                0.60943,                0.68503,                0.48788,                 1.0494,                  1.159,                 1.4127,               0.000628,               0.000628,               0.000628
                     73,                0.93959,                 1.0399,                  1.359,                  0.749,                0.60769,                0.68607,                0.48794,                 1.0485,                 1.1576,                 1.4118,               0.000496,               0.000496,               0.000496
                     74,                 0.9337,                 1.0336,                 1.3544,                0.74567,                0.60995,                 0.6864,                0.48846,                 1.0485,                 1.1559,                 1.4114,               0.000364,               0.000364,               0.000364
                     75,                0.93026,                 1.0237,                 1.3526,                0.74402,                0.61052,                0.68665,                0.48839,                 1.0482,                 1.1551,                 1.4112,               0.000232,               0.000232,               0.000232
