                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.264,                 2.7984,                 1.4915,                 0.5667,                0.53089,                0.52411,                0.30052,                 1.3457,                 1.6304,                 1.6048,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.3753,                 2.1797,                 1.5684,                 0.4608,                0.37218,                0.34964,                0.17954,                 1.5858,                 2.1774,                 1.8047,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.4984,                 2.3997,                 1.6719,                0.34509,                0.30766,                0.23673,                0.10808,                 1.7808,                 2.3296,                 1.9786,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.5689,                 2.4529,                  1.732,                0.41815,                0.29874,                0.27572,                0.12648,                 1.7883,                 2.3585,                 2.0261,               0.009604,               0.009604,               0.009604
                      5,                 1.5333,                 2.2736,                 1.7157,                0.41015,                0.38116,                 0.3316,                 0.1688,                 1.6424,                 2.1079,                 1.8867,               0.009472,               0.009472,               0.009472
                      6,                 1.5047,                 2.1333,                 1.6898,                0.51255,                0.40818,                0.39784,                 0.2106,                 1.5889,                 1.8893,                 1.8171,                0.00934,                0.00934,                0.00934
                      7,                 1.4861,                 2.0352,                 1.6747,                0.54512,                0.43139,                0.43676,                0.23465,                 1.5458,                 1.7769,                 1.7696,               0.009208,               0.009208,               0.009208
                      8,                 1.4572,                 1.9636,                 1.6613,                0.52401,                0.46065,                0.45507,                0.24485,                 1.5357,                 1.7158,                 1.7698,               0.009076,               0.009076,               0.009076
                      9,                 1.4377,                 1.9074,                 1.6467,                0.58549,                0.48345,                  0.494,                0.27128,                 1.5084,                 1.6145,                 1.7446,               0.008944,               0.008944,               0.008944
                     10,                  1.432,                 1.8726,                 1.6474,                0.56691,                0.49303,                0.49751,                0.27747,                 1.5109,                  1.615,                  1.757,               0.008812,               0.008812,               0.008812
                     11,                 1.4129,                 1.8209,                 1.6272,                0.58655,                0.52248,                0.52753,                0.29559,                 1.4695,                 1.5112,                 1.7169,                0.00868,                0.00868,                0.00868
                     12,                 1.4001,                 1.7825,                 1.6219,                0.58156,                0.51363,                0.51982,                0.29332,                 1.4636,                 1.5296,                 1.7124,               0.008548,               0.008548,               0.008548
                     13,                 1.3847,                 1.7463,                 1.6096,                0.64166,                0.50346,                0.53739,                0.29987,                 1.4592,                 1.4638,                 1.7098,               0.008416,               0.008416,               0.008416
                     14,                 1.3763,                  1.705,                 1.5999,                0.64769,                0.52048,                0.54968,                0.31688,                 1.4378,                 1.4395,                 1.6879,               0.008284,               0.008284,               0.008284
                     15,                 1.3776,                 1.6922,                  1.601,                0.65616,                0.52285,                0.55776,                0.32215,                  1.418,                 1.4206,                 1.6704,               0.008152,               0.008152,               0.008152
                     16,                 1.3636,                 1.6599,                 1.5915,                 0.6119,                 0.5503,                0.55836,                0.31767,                 1.4255,                 1.3777,                 1.6702,                0.00802,                0.00802,                0.00802
                     17,                 1.3593,                 1.6471,                 1.5869,                0.63792,                0.55859,                 0.5767,                0.33374,                  1.399,                 1.3716,                 1.6604,               0.007888,               0.007888,               0.007888
                     18,                 1.3461,                 1.6152,                 1.5798,                0.65635,                0.56088,                0.58742,                0.34276,                 1.4006,                 1.3389,                  1.657,               0.007756,               0.007756,               0.007756
                     19,                 1.3396,                 1.6021,                 1.5723,                0.65275,                0.56561,                 0.5867,                0.34127,                 1.3845,                 1.3285,                 1.6389,               0.007624,               0.007624,               0.007624
