                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.98222,                 2.8606,                 1.2666,                0.53674,                0.44878,                0.43147,                0.28651,                 1.0392,                 1.8382,                 1.2775,              0.0033295,              0.0033295,              0.0033295
                      2,                  1.103,                 2.2969,                  1.352,                 0.5001,                0.40121,                0.37654,                0.23291,                 1.2172,                 2.0669,                 1.4359,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.2308,                 2.4651,                 1.4609,                0.34412,                0.27715,                0.22892,                0.12938,                 1.4537,                 2.4918,                 1.7146,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.3183,                 2.5493,                 1.5303,                0.38968,                0.31853,                0.27577,                0.15918,                 1.4021,                  2.353,                  1.637,               0.009604,               0.009604,               0.009604
                      5,                 1.2787,                 2.3637,                 1.5053,                0.42818,                0.37317,                 0.3357,                0.19808,                 1.3242,                 2.1056,                 1.5586,               0.009472,               0.009472,               0.009472
                      6,                 1.2367,                 2.2367,                 1.4748,                0.50204,                0.38238,                0.36401,                0.22686,                 1.2646,                 2.0082,                 1.5034,                0.00934,                0.00934,                0.00934
                      7,                 1.2133,                 2.1446,                 1.4472,                0.49731,                0.41286,                0.39091,                0.24689,                 1.2298,                 1.9296,                 1.4582,               0.009208,               0.009208,               0.009208
                      8,                 1.1917,                 2.0659,                 1.4388,                  0.529,                0.43635,                0.42304,                0.26482,                 1.2068,                 1.8218,                 1.4405,               0.009076,               0.009076,               0.009076
                      9,                 1.1668,                 2.0096,                 1.4212,                0.53599,                0.45991,                0.43759,                0.27933,                 1.1823,                 1.7551,                 1.4218,               0.008944,               0.008944,               0.008944
                     10,                 1.1581,                 1.9632,                 1.4097,                0.57058,                0.46156,                0.45919,                0.30387,                 1.1517,                 1.7158,                 1.4013,               0.008812,               0.008812,               0.008812
                     11,                 1.1373,                 1.9311,                 1.3974,                0.58017,                0.48235,                0.47203,                0.31233,                 1.1511,                 1.6736,                 1.4007,                0.00868,                0.00868,                0.00868
                     12,                 1.1234,                 1.8809,                 1.3897,                0.58426,                0.47725,                0.47761,                0.31783,                 1.1319,                 1.6632,                 1.3794,               0.008548,               0.008548,               0.008548
                     13,                 1.1128,                  1.846,                  1.379,                0.57359,                0.50039,                0.48832,                0.32602,                 1.1183,                 1.6265,                 1.3593,               0.008416,               0.008416,               0.008416
                     14,                 1.0976,                 1.8233,                 1.3698,                 0.5717,                 0.4951,                 0.4858,                0.33155,                 1.0884,                 1.6177,                 1.3475,               0.008284,               0.008284,               0.008284
                     15,                 1.0892,                 1.8039,                 1.3621,                0.60619,                0.50131,                0.49691,                0.33562,                 1.0802,                 1.5691,                 1.3322,               0.008152,               0.008152,               0.008152
                     16,                 1.0783,                  1.781,                 1.3534,                0.61101,                0.49734,                0.50744,                0.34476,                 1.0788,                 1.5579,                 1.3282,                0.00802,                0.00802,                0.00802
                     17,                  1.073,                 1.7511,                  1.345,                0.60963,                0.51927,                0.51465,                0.35357,                 1.0605,                 1.5103,                 1.3138,               0.007888,               0.007888,               0.007888
                     18,                 1.0626,                 1.7413,                 1.3364,                 0.6113,                0.53087,                0.52149,                0.35979,                 1.0592,                 1.4895,                  1.308,               0.007756,               0.007756,               0.007756
                     19,                 1.0576,                 1.7054,                 1.3323,                0.62049,                0.52147,                0.51753,                0.35786,                  1.054,                 1.5005,                 1.3077,               0.007624,               0.007624,               0.007624
                     20,                 1.0505,                 1.6884,                 1.3307,                0.64204,                0.52089,                0.52715,                  0.368,                 1.0381,                 1.4658,                 1.2977,               0.007492,               0.007492,               0.007492
                     21,                 1.0434,                 1.6791,                 1.3235,                0.63289,                0.52328,                0.53611,                0.37545,                 1.0375,                  1.438,                 1.2963,                0.00736,                0.00736,                0.00736
                     22,                 1.0332,                 1.6606,                  1.318,                0.62612,                0.53486,                0.52818,                0.36994,                 1.0273,                   1.44,                 1.2881,               0.007228,               0.007228,               0.007228
                     23,                 1.0262,                 1.6416,                 1.3103,                0.64251,                0.54178,                 0.5413,                0.38167,                 1.0247,                 1.4195,                 1.2802,               0.007096,               0.007096,               0.007096
                     24,                 1.0226,                   1.64,                 1.3097,                0.63829,                0.54794,                0.54605,                0.38592,                  1.007,                 1.4082,                 1.2704,               0.006964,               0.006964,               0.006964
