                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.236,                 4.8148,                 4.0697,                0.00242,                0.21767,                0.00355,                0.00105,                 2.8548,                 3.9022,                 3.7647,              0.0033295,              0.0033295,              0.0033295
                      2,                 2.3643,                 4.0503,                 2.9984,                0.43313,                0.05213,                 0.0346,                0.01308,                 2.1113,                 3.3213,                 2.7705,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.8616,                 3.4835,                 2.3744,                0.30043,                0.11752,                0.06584,                0.02781,                 1.9207,                 3.2245,                  2.457,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.7085,                 3.1213,                 2.1548,                0.22968,                0.16544,                0.11561,                0.05821,                 1.7391,                 2.8722,                 2.2063,               0.009604,               0.009604,               0.009604
                      5,                 1.6089,                  2.888,                 2.0359,                0.21737,                0.23762,                0.17218,                0.08902,                 1.6857,                 2.5845,                 2.1293,               0.009472,               0.009472,               0.009472
                      6,                 1.5484,                 2.7385,                  1.965,                0.28286,                0.29854,                0.22273,                0.12602,                 1.5746,                 2.4111,                 2.0141,                0.00934,                0.00934,                0.00934
                      7,                 1.4993,                   2.61,                 1.9057,                0.31739,                0.30614,                0.25318,                0.14439,                 1.5376,                 2.3563,                 1.9685,               0.009208,               0.009208,               0.009208
                      8,                 1.4595,                 2.5193,                 1.8616,                0.37261,                0.33827,                0.29662,                0.17236,                 1.5038,                 2.2297,                 1.9263,               0.009076,               0.009076,               0.009076
                      9,                 1.4426,                  2.452,                 1.8404,                0.39924,                0.32243,                0.30603,                0.18161,                 1.4759,                 2.2214,                 1.8787,               0.008944,               0.008944,               0.008944
                     10,                 1.4095,                  2.383,                 1.8112,                0.42743,                0.36922,                0.33533,                0.20266,                 1.4298,                 2.0892,                 1.8467,               0.008812,               0.008812,               0.008812
                     11,                 1.3931,                 2.3276,                 1.7923,                  0.412,                0.36554,                0.34905,                0.21306,                 1.4068,                 2.0678,                 1.8149,                0.00868,                0.00868,                0.00868
