                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2109,                 3.1519,                 1.4496,                0.44864,                0.37592,                0.30495,                0.20046,                  1.326,                 2.1366,                  1.544,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.3417,                 2.6817,                 1.5461,                0.38032,                0.29953,                0.22361,                0.13105,                 1.5569,                 2.4655,                 1.7588,              0.0065749,              0.0065749,              0.0065749
                      3,                  1.479,                 2.8477,                 1.6562,                0.25282,                0.19778,                0.13491,                 0.0702,                 1.7616,                 2.8506,                 1.9529,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.5577,                 2.9279,                 1.7297,                0.28332,                0.22326,                0.14827,                0.08172,                 1.7291,                 2.8101,                 1.9497,               0.009604,               0.009604,               0.009604
                      5,                  1.508,                 2.7697,                 1.6977,                0.32239,                0.26388,                0.20339,                0.11593,                 1.6371,                 2.5532,                 1.8445,               0.009472,               0.009472,               0.009472
                      6,                 1.4839,                 2.6551,                 1.6752,                0.37319,                0.29858,                0.23311,                0.14097,                 1.6143,                 2.4508,                 1.8248,                0.00934,                0.00934,                0.00934
                      7,                 1.4602,                 2.5647,                 1.6555,                0.38661,                0.30813,                0.24328,                0.14974,                 1.5469,                 2.3552,                 1.7692,               0.009208,               0.009208,               0.009208
                      8,                 1.4361,                 2.5061,                 1.6416,                0.41698,                0.29666,                0.25057,                0.15478,                 1.5771,                 2.3956,                 1.7885,               0.009076,               0.009076,               0.009076
                      9,                 1.4289,                 2.4603,                 1.6348,                0.42188,                0.32741,                0.27169,                0.17143,                 1.5094,                 2.2628,                 1.7451,               0.008944,               0.008944,               0.008944
                     10,                 1.4024,                 2.4141,                 1.6164,                0.44383,                0.34109,                0.28615,                 0.1798,                 1.5157,                 2.2293,                 1.7468,               0.008812,               0.008812,               0.008812
                     11,                 1.3854,                 2.3561,                 1.5995,                0.43117,                0.35719,                0.28808,                0.18432,                 1.4833,                 2.1624,                 1.7094,                0.00868,                0.00868,                0.00868
                     12,                 1.3835,                 2.3425,                 1.6021,                0.45052,                0.35811,                0.30262,                0.19366,                 1.4664,                 2.1435,                 1.6878,               0.008548,               0.008548,               0.008548
                     13,                 1.3654,                 2.3005,                  1.586,                0.46253,                0.37278,                0.31343,                0.20408,                 1.4565,                 2.0861,                 1.6838,               0.008416,               0.008416,               0.008416
                     14,                 1.3471,                 2.2674,                 1.5698,                 0.4719,                0.37058,                 0.3154,                0.20582,                 1.4314,                 2.0508,                 1.6633,               0.008284,               0.008284,               0.008284
                     15,                 1.3527,                  2.255,                 1.5759,                0.50444,                0.37932,                0.32713,                0.21501,                 1.4174,                 2.0044,                 1.6439,               0.008152,               0.008152,               0.008152
                     16,                 1.3398,                  2.227,                 1.5642,                0.49457,                0.39722,                0.33052,                0.21708,                 1.4105,                 2.0076,                 1.6489,                0.00802,                0.00802,                0.00802
                     17,                 1.3341,                 2.2013,                 1.5602,                0.50081,                0.38734,                0.33218,                0.22289,                 1.3952,                 2.0036,                 1.6319,               0.007888,               0.007888,               0.007888
                     18,                 1.3101,                 2.1704,                 1.5454,                0.49087,                0.39459,                 0.3307,                0.22047,                 1.4055,                 1.9838,                 1.6428,               0.007756,               0.007756,               0.007756
                     19,                 1.3053,                 2.1549,                 1.5424,                 0.5083,                0.40932,                 0.3428,                0.23036,                 1.3709,                 1.9397,                 1.6201,               0.007624,               0.007624,               0.007624
                     20,                 1.2943,                 2.1349,                 1.5364,                0.52321,                0.40613,                0.35125,                0.23884,                 1.3595,                 1.9071,                 1.6058,               0.007492,               0.007492,               0.007492
                     21,                 1.2926,                 2.1173,                  1.536,                0.52253,                0.41338,                0.34713,                0.23839,                 1.3534,                 1.8988,                 1.5938,                0.00736,                0.00736,                0.00736
                     22,                 1.2925,                 2.1158,                 1.5374,                0.52447,                0.41682,                0.35644,                0.24439,                 1.3401,                 1.8775,                 1.5845,               0.007228,               0.007228,               0.007228
                     23,                 1.2758,                 2.0876,                 1.5203,                0.52634,                  0.413,                 0.3533,                0.24303,                  1.338,                 1.8799,                 1.5888,               0.007096,               0.007096,               0.007096
                     24,                 1.2748,                  2.072,                 1.5198,                0.54033,                0.41885,                0.35906,                0.24868,                 1.3406,                 1.8619,                 1.5895,               0.006964,               0.006964,               0.006964
                     25,                 1.2597,                 2.0637,                 1.5161,                 0.5278,                0.42126,                0.36027,                0.24862,                 1.3341,                 1.8609,                 1.5854,               0.006832,               0.006832,               0.006832
                     26,                 1.2611,                 2.0514,                 1.5145,                0.53566,                0.41779,                0.36025,                0.24886,                 1.3233,                 1.8323,                 1.5717,                 0.0067,                 0.0067,                 0.0067
                     27,                 1.2476,                 2.0259,                  1.505,                0.52271,                0.43647,                0.36595,                0.25539,                 1.3164,                 1.8302,                  1.574,               0.006568,               0.006568,               0.006568
                     28,                 1.2465,                 2.0145,                    1.5,                0.53348,                0.42867,                0.36853,                0.25535,                 1.3155,                 1.8156,                 1.5662,               0.006436,               0.006436,               0.006436
                     29,                 1.2371,                  1.988,                 1.4941,                0.53996,                0.42662,                0.37135,                0.25937,                 1.2948,                 1.7927,                 1.5563,               0.006304,               0.006304,               0.006304
                     30,                 1.2401,                 2.0082,                 1.4979,                0.53566,                 0.4392,                 0.3753,                0.26251,                 1.2956,                 1.7884,                 1.5514,               0.006172,               0.006172,               0.006172
                     31,                 1.2306,                 1.9687,                 1.4887,                0.54159,                 0.4339,                0.37338,                0.26176,                 1.2963,                 1.7873,                 1.5493,                0.00604,                0.00604,                0.00604
                     32,                 1.2236,                 1.9472,                 1.4834,                0.54712,                0.43584,                0.38055,                0.26938,                 1.2877,                  1.773,                 1.5456,               0.005908,               0.005908,               0.005908
                     33,                 1.2148,                 1.9505,                 1.4776,                0.55236,                0.43756,                0.37895,                0.26593,                 1.2928,                 1.7771,                 1.5536,               0.005776,               0.005776,               0.005776
                     34,                 1.2156,                 1.9447,                 1.4769,                0.55558,                0.43454,                0.38263,                0.26999,                 1.2832,                 1.7585,                 1.5429,               0.005644,               0.005644,               0.005644
                     35,                 1.2054,                 1.9335,                 1.4688,                 0.5555,                0.44916,                0.38434,                0.27249,                 1.2893,                  1.755,                 1.5411,               0.005512,               0.005512,               0.005512
                     36,                  1.208,                 1.9196,                 1.4701,                0.55301,                0.44614,                0.38262,                0.26975,                 1.2757,                 1.7449,                 1.5336,                0.00538,                0.00538,                0.00538
                     37,                 1.1979,                  1.902,                 1.4625,                0.55947,                0.44373,                0.38429,                0.27359,                  1.277,                 1.7355,                 1.5305,               0.005248,               0.005248,               0.005248
                     38,                 1.2052,                  1.903,                 1.4672,                0.56918,                0.44454,                0.38265,                0.27269,                 1.2684,                 1.7281,                 1.5287,               0.005116,               0.005116,               0.005116
                     39,                 1.1984,                 1.8987,                  1.462,                0.56235,                0.44646,                0.38506,                0.27384,                  1.263,                 1.7232,                 1.5255,               0.004984,               0.004984,               0.004984
                     40,                 1.1816,                 1.8615,                 1.4506,                0.56327,                0.44905,                0.38609,                0.27564,                 1.2586,                 1.7137,                  1.519,               0.004852,               0.004852,               0.004852
                     41,                 1.1811,                 1.8613,                  1.449,                 0.5566,                0.45171,                0.38673,                0.27656,                 1.2554,                 1.7148,                  1.517,                0.00472,                0.00472,                0.00472
                     42,                 1.1798,                 1.8695,                 1.4511,                0.57671,                0.44377,                0.38649,                0.27659,                 1.2555,                 1.7091,                 1.5164,               0.004588,               0.004588,               0.004588
                     43,                 1.1737,                 1.8406,                 1.4434,                0.57008,                0.44803,                0.38537,                0.27573,                  1.251,                 1.6991,                 1.5102,               0.004456,               0.004456,               0.004456
                     44,                 1.1693,                  1.836,                 1.4422,                0.57286,                0.45012,                 0.3877,                0.27972,                 1.2438,                 1.6958,                 1.5051,               0.004324,               0.004324,               0.004324
                     45,                 1.1704,                 1.8342,                 1.4439,                0.57133,                0.45119,                0.38833,                0.27844,                 1.2465,                 1.6982,                 1.5082,               0.004192,               0.004192,               0.004192
                     46,                 1.1617,                  1.813,                 1.4337,                0.58012,                0.45486,                0.38926,                 0.2781,                 1.2477,                 1.6985,                 1.5088,                0.00406,                0.00406,                0.00406
                     47,                 1.1495,                  1.798,                 1.4304,                0.57612,                0.45044,                 0.3866,                0.27763,                 1.2429,                 1.6895,                 1.5051,               0.003928,               0.003928,               0.003928
                     48,                 1.1559,                 1.7948,                 1.4287,                0.58182,                0.45182,                0.38838,                0.27967,                  1.241,                 1.6862,                 1.5036,               0.003796,               0.003796,               0.003796
                     49,                 1.1491,                 1.7802,                 1.4248,                 0.5828,                0.45367,                0.38961,                0.27987,                 1.2393,                 1.6825,                 1.5026,               0.003664,               0.003664,               0.003664
                     50,                 1.1407,                 1.7852,                 1.4219,                0.58512,                0.45502,                0.39073,                0.28041,                 1.2391,                 1.6834,                 1.5025,               0.003532,               0.003532,               0.003532
                     51,                 1.1377,                 1.7712,                 1.4206,                0.57362,                0.46303,                0.38989,                0.28008,                 1.2389,                 1.6821,                 1.5017,                 0.0034,                 0.0034,                 0.0034
                     52,                 1.1296,                  1.748,                 1.4109,                0.57523,                0.45517,                0.39053,                0.28122,                 1.2347,                 1.6734,                  1.498,               0.003268,               0.003268,               0.003268
                     53,                 1.1364,                 1.7545,                 1.4137,                 0.5717,                0.46087,                0.38993,                0.28126,                 1.2335,                 1.6709,                 1.4968,               0.003136,               0.003136,               0.003136
                     54,                 1.1224,                 1.7377,                 1.4117,                0.58123,                0.45683,                0.39019,                0.28054,                 1.2311,                 1.6698,                 1.4944,               0.003004,               0.003004,               0.003004
                     55,                  1.119,                 1.7266,                  1.406,                0.58086,                0.45921,                0.39194,                0.28095,                 1.2299,                 1.6661,                 1.4937,               0.002872,               0.002872,               0.002872
                     56,                 1.1117,                 1.7196,                 1.3998,                0.58492,                0.45873,                0.39376,                 0.2823,                 1.2284,                 1.6641,                 1.4932,                0.00274,                0.00274,                0.00274
                     57,                  1.107,                 1.7033,                 1.3952,                0.58436,                0.46091,                0.39305,                0.28213,                 1.2287,                 1.6616,                 1.4945,               0.002608,               0.002608,               0.002608
                     58,                 1.1082,                 1.7014,                 1.3939,                0.58773,                  0.459,                0.39284,                0.28224,                 1.2277,                 1.6636,                 1.4946,               0.002476,               0.002476,               0.002476
                     59,                 1.0956,                 1.6801,                 1.3885,                0.59024,                0.45429,                0.39132,                0.28139,                  1.227,                 1.6622,                 1.4946,               0.002344,               0.002344,               0.002344
                     60,                 1.0971,                 1.6929,                   1.39,                0.59272,                0.45444,                0.39182,                 0.2817,                 1.2246,                 1.6598,                 1.4918,               0.002212,               0.002212,               0.002212
                     61,                 1.0954,                 1.6783,                 1.3884,                0.59123,                0.45533,                0.39282,                0.28228,                 1.2247,                 1.6582,                 1.4916,                0.00208,                0.00208,                0.00208
                     62,                 1.0923,                 1.6677,                  1.383,                0.59341,                0.45445,                0.39305,                0.28276,                 1.2259,                 1.6603,                 1.4928,               0.001948,               0.001948,               0.001948
                     63,                 1.0859,                 1.6557,                 1.3812,                0.59205,                0.45434,                0.39329,                0.28365,                 1.2243,                   1.66,                 1.4913,               0.001816,               0.001816,               0.001816
                     64,                   1.08,                 1.6429,                 1.3773,                0.59166,                0.45449,                 0.3928,                0.28364,                  1.224,                 1.6602,                  1.491,               0.001684,               0.001684,               0.001684
                     65,                 1.0797,                 1.6443,                 1.3803,                   0.59,                0.45509,                0.39289,                0.28368,                  1.224,                 1.6602,                 1.4911,               0.001552,               0.001552,               0.001552
                     66,                 1.0818,                 1.5179,                 1.4157,                0.58537,                0.45985,                0.39295,                0.28361,                 1.2238,                 1.6599,                 1.4905,                0.00142,                0.00142,                0.00142
                     67,                 1.0592,                 1.4869,                 1.4035,                0.58241,                0.46007,                0.39392,                0.28405,                 1.2221,                 1.6605,                  1.489,               0.001288,               0.001288,               0.001288
