                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0997,                 2.6906,                 1.3647,                0.59853,                  0.539,                0.55056,                0.34704,                 1.2175,                 1.6315,                 1.4706,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.2171,                 2.0686,                 1.4471,                0.51716,                0.40191,                0.41893,                0.24227,                  1.367,                 1.9312,                 1.5819,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.3397,                 2.2797,                 1.5475,                0.43425,                0.38116,                 0.3401,                0.18546,                 1.5011,                 2.1432,                 1.7272,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.4222,                 2.3441,                 1.6219,                0.43169,                0.38954,                0.35018,                0.18855,                 1.5201,                 2.0299,                 1.7572,               0.009604,               0.009604,               0.009604
                      5,                 1.3836,                 2.1585,                 1.5942,                0.48418,                0.45333,                0.43315,                0.25073,                 1.4262,                 1.8335,                 1.6978,               0.009472,               0.009472,               0.009472
                      6,                 1.3478,                 2.0241,                  1.564,                0.53063,                 0.4696,                 0.4747,                0.28041,                 1.3719,                 1.7072,                 1.6402,                0.00934,                0.00934,                0.00934
                      7,                 1.3186,                  1.918,                 1.5489,                0.57055,                0.45219,                0.46493,                0.27248,                 1.3791,                 1.7187,                 1.6199,               0.009208,               0.009208,               0.009208
                      8,                 1.2942,                 1.8438,                  1.532,                0.61552,                0.52317,                0.54408,                0.33469,                 1.3054,                 1.5312,                 1.5537,               0.009076,               0.009076,               0.009076
                      9,                 1.2741,                 1.7789,                 1.5166,                 0.6073,                0.49276,                0.53432,                0.32978,                 1.2974,                 1.5401,                 1.5548,               0.008944,               0.008944,               0.008944
                     10,                 1.2698,                 1.7403,                   1.51,                 0.5971,                0.53631,                0.55118,                0.34268,                 1.2858,                 1.4952,                 1.5499,               0.008812,               0.008812,               0.008812
