                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.99458,                 2.6387,                  1.273,                0.61413,                0.56678,                 0.6062,                 0.4088,                 1.0406,                  1.474,                 1.2699,              0.0033295,              0.0033295,              0.0033295
                      2,                 1.0989,                 1.9784,                 1.3464,                0.54707,                0.46867,                0.48266,                0.30132,                 1.2363,                 1.7683,                 1.4677,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.2383,                 2.1914,                 1.4552,                0.40268,                0.32903,                0.28173,                0.14812,                  1.538,                 2.4275,                 1.8026,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.3154,                 2.2746,                 1.5277,                0.49906,                0.42199,                0.42262,                0.24467,                 1.3566,                 1.9181,                 1.5802,               0.009604,               0.009604,               0.009604
                      5,                 1.2772,                 2.0836,                 1.5022,                 0.5127,                0.43681,                0.43919,                0.26358,                 1.3256,                 1.8415,                 1.5607,               0.009472,               0.009472,               0.009472
                      6,                 1.2423,                 1.9287,                 1.4773,                0.58516,                0.48241,                0.50493,                0.31853,                 1.2519,                 1.6331,                 1.4922,                0.00934,                0.00934,                0.00934
                      7,                 1.2104,                 1.8373,                 1.4517,                0.58444,                0.49447,                0.52452,                0.32882,                 1.2749,                 1.6672,                 1.5136,               0.009208,               0.009208,               0.009208
                      8,                 1.1875,                 1.7567,                 1.4327,                 0.5928,                0.52183,                0.55848,                0.35552,                 1.2148,                 1.5587,                 1.4672,               0.009076,               0.009076,               0.009076
                      9,                 1.1658,                 1.6986,                 1.4156,                0.62274,                 0.5644,                 0.6005,                0.39073,                 1.1745,                 1.4324,                 1.4155,               0.008944,               0.008944,               0.008944
                     10,                  1.147,                 1.6525,                  1.403,                0.66753,                0.54343,                0.60812,                0.40653,                 1.1515,                 1.3938,                 1.3946,               0.008812,               0.008812,               0.008812
                     11,                  1.131,                 1.6117,                 1.3892,                0.67381,                0.56744,                0.62345,                0.41646,                  1.134,                 1.3471,                 1.3873,                0.00868,                0.00868,                0.00868
                     12,                 1.1203,                 1.5774,                 1.3822,                0.68299,                0.58035,                 0.6433,                0.43548,                 1.1091,                  1.295,                 1.3566,               0.008548,               0.008548,               0.008548
                     13,                 1.1078,                 1.5304,                 1.3723,                0.67195,                0.59009,                0.64837,                0.44462,                 1.1126,                 1.2893,                 1.3608,               0.008416,               0.008416,               0.008416
                     14,                 1.0949,                 1.5165,                 1.3634,                0.68646,                0.59473,                0.65547,                0.44879,                 1.1034,                 1.2506,                 1.3527,               0.008284,               0.008284,               0.008284
                     15,                 1.0862,                 1.4879,                  1.359,                0.73403,                0.59709,                0.67837,                0.46444,                 1.0864,                 1.2141,                 1.3429,               0.008152,               0.008152,               0.008152
                     16,                 1.0782,                 1.4618,                 1.3486,                0.69656,                0.60431,                0.66684,                0.45789,                 1.0823,                 1.2127,                  1.332,                0.00802,                0.00802,                0.00802
