                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.98568,                 2.6287,                 1.2674,                0.60746,                 0.5852,                0.60719,                0.41022,                 1.0303,                 1.4888,                 1.2589,              0.0033295,              0.0033295,              0.0033295
                      2,                    1.1,                 1.9856,                 1.3503,                0.54009,                0.46076,                0.46922,                 0.2965,                 1.2372,                 1.8565,                  1.466,              0.0065749,              0.0065749,              0.0065749
                      3,                 1.2371,                 2.1828,                 1.4577,                0.48978,                0.36527,                0.35652,                0.20125,                 1.4413,                 2.1119,                 1.6491,              0.0097323,              0.0097323,              0.0097323
                      4,                 1.3145,                 2.2467,                 1.5265,                0.47344,                0.39663,                0.38226,                0.23014,                 1.3643,                 1.9904,                 1.5815,               0.009604,               0.009604,               0.009604
                      5,                 1.2743,                 2.0743,                 1.4988,                0.51346,                0.41297,                0.42098,                0.25307,                 1.3708,                 1.9469,                 1.5862,               0.009472,               0.009472,               0.009472
                      6,                 1.2372,                 1.9408,                 1.4746,                0.57856,                0.47162,                0.50211,                0.32043,                 1.2567,                 1.6721,                 1.4951,                0.00934,                0.00934,                0.00934
                      7,                 1.2066,                 1.8273,                 1.4486,                0.58187,                0.44197,                0.48094,                0.30718,                 1.2747,                 1.7055,                 1.5005,               0.009208,               0.009208,               0.009208
                      8,                 1.1848,                 1.7621,                 1.4319,                0.62604,                0.51719,                0.56799,                0.36934,                 1.2195,                 1.5265,                  1.443,               0.009076,               0.009076,               0.009076
                      9,                 1.1744,                 1.7077,                  1.422,                0.64494,                0.52569,                0.58008,                0.38352,                  1.189,                 1.4884,                 1.4384,               0.008944,               0.008944,               0.008944
                     10,                 1.1493,                 1.6552,                 1.4069,                0.64323,                 0.5534,                0.60199,                0.40523,                 1.1686,                 1.4263,                 1.4145,               0.008812,               0.008812,               0.008812
                     11,                 1.1393,                 1.6144,                  1.399,                0.65272,                0.56579,                0.61885,                  0.421,                 1.1357,                 1.3637,                 1.3826,                0.00868,                0.00868,                0.00868
                     12,                 1.1218,                 1.5708,                 1.3881,                0.70221,                0.56432,                0.63517,                0.42846,                 1.1355,                 1.3414,                 1.3731,               0.008548,               0.008548,               0.008548
                     13,                 1.1126,                 1.5362,                 1.3751,                0.70078,                0.56782,                0.64133,                0.43704,                 1.1174,                  1.291,                 1.3598,               0.008416,               0.008416,               0.008416
                     14,                 1.0929,                 1.5035,                 1.3606,                0.70688,                 0.5635,                0.64437,                0.44168,                 1.0968,                 1.2677,                  1.338,               0.008284,               0.008284,               0.008284
                     15,                 1.0887,                 1.4832,                 1.3583,                0.71193,                 0.5846,                0.65781,                0.45642,                 1.0936,                  1.239,                  1.342,               0.008152,               0.008152,               0.008152
                     16,                 1.0818,                 1.4568,                 1.3528,                0.71711,                0.60522,                0.67229,                0.47256,                 1.0835,                 1.2019,                 1.3317,                0.00802,                0.00802,                0.00802
                     17,                 1.0761,                  1.432,                  1.348,                0.70282,                 0.6002,                0.66176,                0.46249,                 1.0768,                 1.2215,                 1.3246,               0.007888,               0.007888,               0.007888
                     18,                 1.0561,                 1.3978,                 1.3341,                0.71587,                 0.6121,                0.68315,                0.48288,                 1.0646,                 1.1652,                 1.3121,               0.007756,               0.007756,               0.007756
                     19,                 1.0527,                 1.3863,                 1.3322,                0.72956,                0.61782,                0.68888,                0.48245,                 1.0555,                 1.1542,                   1.31,               0.007624,               0.007624,               0.007624
                     20,                 1.0411,                 1.3727,                 1.3246,                0.74014,                0.61009,                0.69396,                0.49143,                 1.0403,                  1.135,                 1.2974,               0.007492,               0.007492,               0.007492
                     21,                 1.0443,                 1.3626,                 1.3287,                0.74971,                0.61374,                0.69897,                0.49529,                 1.0464,                 1.1316,                 1.3046,                0.00736,                0.00736,                0.00736
                     22,                 1.0273,                 1.3349,                 1.3179,                0.75148,                0.62536,                0.70778,                0.51031,                 1.0142,                 1.0952,                 1.2744,               0.007228,               0.007228,               0.007228
                     23,                 1.0191,                 1.3149,                  1.308,                0.74376,                0.64435,                0.71474,                0.51486,                 1.0164,                 1.0854,                 1.2718,               0.007096,               0.007096,               0.007096
                     24,                 1.0191,                 1.3049,                 1.3092,                0.75621,                0.64669,                0.71921,                0.51753,                 1.0154,                 1.0658,                  1.268,               0.006964,               0.006964,               0.006964
                     25,                 1.0098,                 1.3011,                 1.3048,                0.76257,                 0.6472,                0.72671,                0.52811,                 1.0038,                 1.0476,                 1.2574,               0.006832,               0.006832,               0.006832
                     26,                 1.0076,                 1.2835,                 1.3015,                0.78431,                0.63276,                0.72612,                0.52791,                0.99573,                 1.0367,                 1.2554,                 0.0067,                 0.0067,                 0.0067
                     27,                0.99374,                 1.2617,                   1.29,                0.76748,                0.65088,                0.73662,                0.53403,                0.99368,                 1.0245,                  1.248,               0.006568,               0.006568,               0.006568
                     28,                0.99865,                 1.2504,                 1.2888,                0.78351,                  0.642,                0.73553,                0.53304,                0.99547,                 1.0177,                  1.249,               0.006436,               0.006436,               0.006436
                     29,                0.99093,                  1.235,                 1.2832,                0.75623,                0.66448,                0.73831,                0.53969,                0.98263,                   1.01,                 1.2363,               0.006304,               0.006304,               0.006304
                     30,                0.98298,                 1.2238,                 1.2789,                0.78487,                0.65421,                0.74629,                0.54444,                0.97967,                 1.0021,                 1.2348,               0.006172,               0.006172,               0.006172
                     31,                0.98597,                 1.2179,                 1.2795,                  0.779,                0.64994,                0.74648,                0.54446,                0.98076,                0.99085,                 1.2362,                0.00604,                0.00604,                0.00604
                     32,                0.97352,                  1.195,                 1.2725,                0.79227,                0.65688,                0.74997,                0.55284,                0.96497,                0.97868,                 1.2288,               0.005908,               0.005908,               0.005908
